date_registered,gender,birthdate,current_location,employer,job,age,salary,credit_card_provider
2020-09-10,M,2011-07-23,"[87.8, -146.0]",Sellers Ltd,Other,50-59,150k+,Discover
2021-09-15,F,2004-07-25,"[-21.4, 64.4]",Coleman-Mendoza,Other,40-49,150k+,American Express
2019-08-16,M,1977-10-25,"[-60.7, -81.3]",Sloan and Sons,Other,50-59,150k+,VISA 16 digit
2020-12-19,M,2009-09-17,"[-62.3, -129.6]",Moran-Nguyen,Other,40-49,30k-60k,VISA 16 digit
2019-11-10,F,1910-08-27,"[49.2, -41.9]","Holmes, Brown and Woods",Other,40-49,150k+,Discover
2019-09-22,M,1952-07-10,"[-33.1, -156.8]",Williamson Group,Professional,20-29,150k+,Discover
2021-11-29,F,1929-09-05,"[62.8, -169.3]",Hess Group,Other,30-39,150k+,JCB 15 digit
2020-03-19,M,1984-11-25,"[-47.5, 80.8]",Dean-Johnson,Other,50-59,150k+,VISA 16 digit
2021-06-19,M,1908-04-12,"[85.4, -96.9]","Fischer, Miller and Dalton",Other,20-29,120k-150k,Diners Club / Carte Blanche
2021-07-25,M,1937-03-30,"[86.3, 126.1]",Jordan Ltd,Other,20-29,150k+,Discover
2020-05-17,M,1956-01-26,"[58.8, 73.0]",Rios LLC,Other,30-39,150k+,JCB 16 digit
2019-12-26,M,1935-06-01,"[48.8, -53.5]",Allen LLC,Other,40-49,90k-120k,Diners Club / Carte Blanche
2022-04-18,M,1931-06-15,"[-87.0, 166.6]",Watts-Willis,Other,30-39,60k-90k,VISA 19 digit
2019-10-03,F,1930-04-29,"[-88.4, 99.6]",Hill-Russell,Other,30-39,150k+,JCB 16 digit
2019-08-01,M,1986-11-24,"[-46.6, -173.9]","Ochoa, Lewis and Wood",Other,50-59,30k-60k,VISA 13 digit
2021-06-25,F,1945-05-02,"[75.9, -49.3]",Gonzalez-Trujillo,Other,60+,120k-150k,Mastercard
2021-12-05,M,1966-06-29,"[16.6, 92.4]","Brown, Good and Sims",Other,20-29,90k-120k,JCB 15 digit
2020-10-18,F,2018-01-13,"[29.3, 49.5]",Gordon LLC,Other,40-49,150k+,Discover
2020-10-30,M,1926-10-09,"[-83.2, -44.0]",Hansen-Johnson,Other,50-59,120k-150k,Diners Club / Carte Blanche
2020-07-24,M,1937-06-03,"[81.9, 28.5]",Flores LLC,Other,50-59,90k-120k,American Express
2019-08-07,M,1970-03-04,"[-44.5, -115.8]",Cross and Sons,Other,20-29,90k-120k,JCB 16 digit
2021-08-23,F,1933-03-28,"[52.4, -2.5]",Serrano PLC,Other,<20,150k+,JCB 16 digit
2020-05-25,F,1926-11-10,"[58.5, 167.3]",Perez Group,Other,50-59,120k-150k,Diners Club / Carte Blanche
2020-12-24,F,2004-06-22,"[23.6, 70.0]",Hanson Inc,Other,30-39,30k-60k,JCB 16 digit
2021-02-18,M,1908-09-27,"[-9.0, -45.7]",Munoz Ltd,Other,60+,120k-150k,VISA 16 digit
2022-01-06,M,2009-07-04,"[-73.6, 10.5]",Simmons PLC,Other,60+,150k+,American Express
2020-01-25,M,1959-10-24,"[-70.1, -175.1]",Watkins PLC,Other,50-59,90k-120k,JCB 16 digit
2020-01-05,F,2018-09-27,"[4.7, -110.2]",Howard-Yu,Other,20-29,90k-120k,VISA 16 digit
2021-08-17,M,1922-01-03,"[-4.5, -58.0]","Powell, Lane and Costa",Other,60+,60k-90k,American Express
2022-02-09,M,1963-08-15,"[-73.9, 53.0]",Wells-Maxwell,Other,50-59,150k+,VISA 19 digit
2021-10-15,M,1991-11-19,"[16.7, -179.0]",Hays-Garcia,Other,60+,90k-120k,American Express
2021-07-30,M,2004-03-11,"[-17.1, -84.4]",Anderson-Taylor,Other,50-59,30k-60k,Discover
2021-12-22,F,1968-02-25,"[-64.2, 32.5]",Bradley LLC,Other,30-39,90k-120k,Discover
2019-12-26,M,1930-05-30,"[-57.6, 41.3]",Graham Group,Other,30-39,120k-150k,VISA 13 digit
2021-02-03,M,1917-08-12,"[-67.3, 93.7]","Moran, James and Ryan",Other,60+,150k+,JCB 15 digit
2021-01-22,M,1970-04-17,"[41.8, -42.1]","Craig, Allen and Ramsey",Other,60+,90k-120k,VISA 19 digit
2019-10-17,F,1973-06-25,"[52.1, 55.7]",Jacobs-Burke,Other,30-39,150k+,VISA 16 digit
2022-04-29,F,1977-07-22,"[21.8, 42.9]",Warren Group,Other,40-49,150k+,Mastercard
2020-07-06,M,1986-12-15,"[56.4, -29.4]","Smith, Sanders and Osborne",Other,20-29,60k-90k,JCB 16 digit
2021-09-10,M,1946-05-19,"[-39.4, 170.8]",Hughes LLC,Other,20-29,150k+,JCB 16 digit
2020-12-27,F,1926-07-16,"[7.2, -53.0]",Schmidt and Sons,Other,30-39,150k+,Mastercard
2021-10-07,F,1916-08-28,"[-80.0, 18.5]",Garcia-Salazar,Other,60+,150k+,JCB 16 digit
2021-06-03,M,1931-03-18,"[53.3, -44.1]","Wong, Jacobson and Hunter",Other,40-49,<30k,Mastercard
2022-04-07,M,1954-10-06,"[-40.2, 122.8]",Sanchez and Sons,Other,40-49,90k-120k,VISA 16 digit
2020-12-12,M,1980-11-23,"[76.7, -169.8]",Thomas-Greene,Other,50-59,150k+,American Express
2021-07-06,M,1952-11-24,"[-51.1, 26.8]",Lee LLC,Other,50-59,90k-120k,VISA 19 digit
2019-12-17,M,1985-06-23,"[11.9, -97.4]","Pope, Ferguson and Chapman",Other,20-29,150k+,Diners Club / Carte Blanche
2019-08-28,M,2008-05-19,"[15.1, -102.4]","Farmer, White and Williams",Other,30-39,30k-60k,JCB 15 digit
2021-09-30,F,1934-03-27,"[-11.8, -144.2]",Morris LLC,Other,50-59,30k-60k,Maestro
2019-10-01,M,1965-11-29,"[2.1, -122.0]",Johnson-Jackson,Other,20-29,150k+,Discover
2019-12-20,F,2018-03-09,"[87.1, -121.1]",Morales-Baldwin,Other,40-49,150k+,Maestro
2020-01-28,F,1948-09-19,"[74.4, 42.9]","Duarte, Green and Holden",Other,60+,90k-120k,JCB 15 digit
2021-03-23,F,1944-03-08,"[56.0, 90.9]",Adams-Meadows,Other,40-49,150k+,Maestro
2022-01-26,M,1936-08-07,"[52.0, 167.0]","Anderson, Robertson and James",Other,40-49,60k-90k,Maestro
2020-09-21,M,2001-09-04,"[-27.6, -95.3]","Marquez, Wright and Boone",Other,30-39,30k-60k,JCB 15 digit
2021-02-06,M,2021-12-13,"[11.1, 54.4]",Reed LLC,Other,60+,30k-60k,JCB 16 digit
2021-06-26,F,1928-01-02,"[-7.0, -71.6]","Bell, Burton and Hernandez",Other,60+,30k-60k,Mastercard
2020-12-08,M,2022-04-14,"[39.3, -150.7]",Castillo Group,Other,50-59,60k-90k,Discover
2021-03-08,F,1997-10-12,"[-83.3, -76.4]","Chang, Vasquez and Newman",Other,30-39,120k-150k,VISA 16 digit
2022-01-23,F,1987-03-27,"[-48.0, 21.7]",Harris-Mills,Other,60+,150k+,Mastercard
2019-08-02,M,1934-06-30,"[13.4, 106.0]",James Group,Other,50-59,150k+,Diners Club / Carte Blanche
2020-02-28,M,2004-12-31,"[-70.8, 85.2]","Hughes, Taylor and Walton",Other,50-59,120k-150k,Mastercard
2021-05-30,M,1991-02-01,"[-16.9, -56.3]",Williams-Greene,Other,50-59,150k+,JCB 16 digit
2021-12-01,M,1947-04-20,"[86.5, -163.5]",Perez-Hubbard,Other,20-29,30k-60k,VISA 16 digit
2020-02-28,M,1944-07-23,"[-35.3, -151.2]",Wood-Hernandez,Other,40-49,150k+,Mastercard
2022-01-19,F,2000-10-12,"[-8.6, 21.8]","Brewer, Manning and Kirby",Other,20-29,120k-150k,VISA 19 digit
2020-02-29,M,1943-12-08,"[82.6, -126.7]","Byrd, Rodriguez and Jones",Other,50-59,30k-60k,VISA 16 digit
2021-05-28,F,2005-10-31,"[27.3, 57.3]",Garcia-Freeman,Other,50-59,90k-120k,VISA 13 digit
2021-05-15,M,2019-04-07,"[88.4, -36.5]",Rice Group,Other,30-39,150k+,VISA 16 digit
2021-12-13,F,2014-07-06,"[22.8, -167.8]","Sanders, Buck and Johnson",Other,50-59,90k-120k,Diners Club / Carte Blanche
2019-09-26,F,1953-02-20,"[82.6, -81.1]","Larsen, Cline and Lyons",Other,50-59,120k-150k,JCB 15 digit
2021-12-28,F,1912-05-15,"[33.9, -131.6]",Meyers LLC,Other,40-49,30k-60k,American Express
2021-10-02,F,1939-05-03,"[-6.7, 96.2]",Snyder-Duran,Other,60+,120k-150k,Maestro
2020-09-06,F,1980-08-14,"[-60.8, 91.7]",Michael-Schmidt,Other,30-39,60k-90k,JCB 16 digit
2021-12-03,F,1997-03-30,"[28.4, -131.9]",Lane Ltd,Other,20-29,120k-150k,JCB 15 digit
2021-05-13,M,1992-12-15,"[44.5, 61.7]","Juarez, Davis and Ayala",Other,50-59,90k-120k,VISA 19 digit
2022-04-18,F,2000-04-26,"[20.3, 10.7]","Henderson, Tapia and Juarez",Other,20-29,90k-120k,Diners Club / Carte Blanche
2021-04-23,F,1934-11-29,"[-31.8, -91.7]","Montgomery, Peterson and Morgan",Other,60+,90k-120k,JCB 16 digit
2020-10-14,M,1912-11-29,"[-51.4, 40.7]","Ferrell, Hernandez and Baker",Other,30-39,150k+,JCB 16 digit
2020-10-29,F,1955-06-10,"[-89.4, 148.3]",Singh-Bond,Other,40-49,90k-120k,VISA 16 digit
2020-11-21,F,1943-05-28,"[17.1, -100.5]",Richards-Cole,Other,20-29,150k+,VISA 19 digit
2019-06-23,M,1982-01-08,"[-82.3, -162.7]",Swanson-Moore,Other,20-29,90k-120k,Maestro
2020-03-16,F,2015-04-06,"[35.2, -149.9]",Moreno Group,Other,40-49,60k-90k,VISA 16 digit
2022-05-02,F,1938-12-10,"[44.7, 169.4]",Wagner-Wright,Other,40-49,60k-90k,JCB 15 digit
2021-10-13,F,1991-06-05,"[5.4, -96.0]",Hammond and Sons,Professional,40-49,60k-90k,VISA 13 digit
2021-07-15,F,1955-07-16,"[-88.3, 83.7]",White LLC,Other,20-29,150k+,VISA 13 digit
2021-12-24,M,2001-11-04,"[-34.9, 177.3]","Gates, Maxwell and Smith",Professional,40-49,150k+,American Express
2020-04-07,F,1920-02-07,"[49.0, -119.9]",Benson Ltd,Other,40-49,150k+,VISA 19 digit
2021-04-22,F,1967-07-20,"[55.3, -114.3]","Coleman, Wall and Hernandez",Other,30-39,90k-120k,American Express
2019-08-06,F,1944-05-31,"[81.1, 39.8]",Garcia-Jenkins,Other,50-59,150k+,Discover
2020-05-25,M,1973-03-28,"[-8.2, 148.5]","Morgan, Johnson and Miller",Other,<20,150k+,VISA 13 digit
2020-03-04,F,1998-04-10,"[1.8, -37.2]",Cox Group,Other,30-39,150k+,VISA 16 digit
2020-07-21,M,1989-06-28,"[-8.6, -48.6]",Smith-Hernandez,Other,60+,150k+,Maestro
2019-10-27,M,1965-04-13,"[-69.1, -97.4]","Vasquez, Christensen and Soto",Other,40-49,150k+,VISA 13 digit
2020-11-04,M,2022-05-21,"[74.3, 152.5]",Rogers Ltd,Other,40-49,90k-120k,Mastercard
2020-09-23,M,1908-10-17,"[18.5, 13.6]",Hubbard PLC,Other,20-29,150k+,Diners Club / Carte Blanche
2022-01-07,F,1976-11-27,"[31.3, 120.5]",Grimes-Evans,Other,40-49,<30k,Diners Club / Carte Blanche
2021-12-13,F,1979-06-09,"[7.5, -56.7]",Sherman Group,Other,30-39,30k-60k,JCB 15 digit
2021-12-03,M,1992-06-02,"[-82.4, -168.6]",Oconnor and Sons,Other,50-59,120k-150k,JCB 16 digit
2021-10-20,F,1912-08-27,"[-82.9, 8.0]","Wade, Hodges and Hoffman",Other,20-29,90k-120k,Diners Club / Carte Blanche
2021-12-01,F,1928-11-08,"[1.6, 119.0]","Stout, Ortiz and Love",Other,50-59,120k-150k,Mastercard
2021-11-09,F,2001-08-10,"[-25.0, -43.6]",Rogers-Morrison,Other,30-39,150k+,Mastercard
2019-08-03,M,1990-10-08,"[41.0, 74.8]","Mcdonald, Carlson and Chavez",Other,60+,150k+,VISA 13 digit
2021-01-13,M,1974-12-28,"[-57.0, -166.3]","Reilly, Phelps and Molina",Other,50-59,30k-60k,Maestro
2022-04-21,F,2017-04-20,"[6.2, -34.5]",Sanchez-Barnett,Other,50-59,120k-150k,JCB 16 digit
2021-06-21,F,1940-10-14,"[-8.6, 175.3]",Hernandez-Vega,Other,60+,150k+,Diners Club / Carte Blanche
2021-07-10,F,1990-10-26,"[14.2, 107.2]",Anderson-Cohen,Other,40-49,150k+,VISA 16 digit
2019-11-02,F,1938-03-05,"[-36.4, 71.3]",Anderson Ltd,Other,40-49,90k-120k,VISA 13 digit
2022-01-11,M,1943-12-22,"[77.6, -142.2]","Howell, Moore and Odonnell",Other,50-59,90k-120k,VISA 16 digit
2021-02-07,M,2009-03-30,"[-0.5, 165.0]",Khan-Lee,Other,40-49,150k+,Diners Club / Carte Blanche
2022-06-06,F,1979-05-29,"[-76.0, 178.7]",Vargas-Burgess,Other,30-39,90k-120k,VISA 16 digit
2021-10-26,F,1909-07-25,"[43.4, -68.8]",Bass Inc,Other,20-29,150k+,VISA 13 digit
2022-05-24,F,1968-09-03,"[-25.8, -69.6]","Hill, Wilson and Jones",Other,30-39,30k-60k,VISA 19 digit
2021-01-30,F,1958-04-21,"[-37.8, -49.4]",Gray-Robinson,Other,20-29,90k-120k,Maestro
2020-08-31,M,1907-10-27,"[82.1, -65.7]",Drake Inc,Other,50-59,150k+,American Express
2019-07-03,F,1945-12-19,"[-34.5, 41.8]","Jones, Burke and Bailey",Other,20-29,150k+,VISA 13 digit
2020-07-14,M,1962-12-24,"[-15.2, -123.5]",Dominguez-Lynch,Other,40-49,<30k,JCB 15 digit
2021-10-25,F,1917-04-02,"[-45.2, -142.6]",Vaughn-Patrick,Professional,40-49,150k+,VISA 13 digit
2020-05-27,F,2006-07-08,"[56.8, 98.6]","Gonzalez, Rivera and Guerrero",Other,30-39,60k-90k,Diners Club / Carte Blanche
2019-10-25,M,2004-11-23,"[-60.2, -23.4]",Turner-Perez,Other,<20,90k-120k,VISA 13 digit
2020-06-01,F,2004-11-08,"[36.6, 32.1]",Bradley-Olson,Other,50-59,150k+,Discover
2020-09-12,M,1966-04-09,"[42.1, 33.8]",Mathews Ltd,Other,30-39,90k-120k,Maestro
2020-03-29,M,2002-09-18,"[31.0, -58.1]",Sharp Group,Other,50-59,150k+,JCB 15 digit
2022-03-05,M,2020-06-08,"[82.8, 167.7]",Young-Crawford,Other,30-39,150k+,American Express
2020-02-14,M,2001-08-05,"[45.4, -165.6]",Cohen Inc,Other,40-49,150k+,Discover
2020-04-20,F,1948-01-08,"[-18.5, 25.8]",Rodriguez Group,Other,40-49,90k-120k,Discover
2021-06-03,M,1915-03-25,"[-85.0, 7.5]",Williams-Hamilton,Other,30-39,30k-60k,VISA 13 digit
2019-09-01,F,1909-07-11,"[-49.7, -86.4]",Richards LLC,Other,60+,150k+,Diners Club / Carte Blanche
2020-02-25,M,1959-03-26,"[22.2, -90.0]","Buchanan, King and Lam",Other,50-59,30k-60k,VISA 16 digit
2021-01-12,F,2001-01-26,"[66.1, -35.9]",Young-Patterson,Other,30-39,30k-60k,JCB 15 digit
2019-10-23,F,1992-09-15,"[51.1, 32.1]",Bowen and Sons,Other,40-49,30k-60k,JCB 16 digit
2020-12-14,M,1919-07-19,"[-82.4, -126.3]","Lee, Evans and Patel",Other,40-49,90k-120k,VISA 19 digit
2020-07-26,M,1935-04-23,"[-12.3, 163.5]",Meyer-Copeland,Other,60+,<30k,JCB 16 digit
2019-09-17,F,1917-01-13,"[81.9, -47.6]",Graham-Moreno,Other,30-39,90k-120k,Diners Club / Carte Blanche
2020-11-19,F,1994-11-10,"[-52.6, 42.4]","Banks, Morris and Jordan",Other,60+,150k+,VISA 16 digit
2021-11-05,M,1994-12-06,"[-54.6, -107.2]","Burton, Nelson and Kennedy",Other,50-59,150k+,VISA 13 digit
2020-10-04,M,2007-12-22,"[74.8, 58.4]","Lambert, Wang and Harrison",Other,50-59,90k-120k,JCB 16 digit
2019-12-03,F,2014-02-13,"[-81.1, -147.3]",Torres LLC,Other,20-29,30k-60k,Maestro
2022-05-01,F,1911-05-20,"[-87.6, 158.1]",Kane-Ferguson,Other,30-39,150k+,Maestro
2019-10-20,F,1949-03-26,"[-86.2, 69.5]",Owen-Case,Other,60+,60k-90k,Maestro
2022-04-29,F,1955-09-27,"[60.0, 114.5]",Gilbert Ltd,Other,50-59,60k-90k,Maestro
2021-08-11,M,1909-12-05,"[-55.9, -85.2]",Moore Ltd,Other,30-39,90k-120k,Diners Club / Carte Blanche
2021-12-16,F,2017-11-10,"[54.2, -121.2]",Sherman Inc,Other,50-59,150k+,Maestro
2022-06-15,F,2001-08-04,"[-39.9, 42.5]","Rios, Morales and Edwards",Other,50-59,150k+,JCB 15 digit
2020-09-17,F,1910-07-05,"[41.5, -143.6]","Day, Copeland and Hansen",Other,60+,150k+,VISA 16 digit
2020-12-29,F,1930-08-03,"[-87.6, -118.3]",Hanson LLC,Other,20-29,90k-120k,Discover
2020-06-16,M,1929-05-11,"[22.9, 57.4]","Ingram, Smith and Carter",Other,20-29,60k-90k,Diners Club / Carte Blanche
2020-05-15,F,1914-12-12,"[-3.4, -71.5]",Sparks Inc,Other,40-49,90k-120k,VISA 16 digit
2021-04-02,M,1955-08-16,"[-36.1, -143.2]","Travis, Cox and Banks",Other,40-49,150k+,JCB 16 digit
2020-09-07,F,1910-12-01,"[1.3, 23.6]",Burns-Mullen,Other,20-29,60k-90k,JCB 16 digit
2020-11-07,F,1985-05-14,"[12.0, 22.4]",Jensen-David,Other,20-29,150k+,VISA 16 digit
2021-03-02,F,1907-07-29,"[-31.4, -157.5]",Sanchez Ltd,Other,40-49,150k+,JCB 16 digit
2020-12-18,F,1908-02-17,"[-84.1, 165.6]","Davis, Kelley and Beasley",Other,50-59,120k-150k,JCB 16 digit
2021-06-05,M,1964-10-03,"[-0.9, -72.1]",Ashley-Hamilton,Other,40-49,90k-120k,Mastercard
2020-01-02,F,1907-08-01,"[25.1, 14.2]",Gonzalez Inc,Other,40-49,150k+,American Express
2020-04-15,F,2016-10-18,"[-86.2, 133.0]",Stewart-Duarte,Other,50-59,150k+,VISA 13 digit
2022-03-21,M,1958-09-04,"[-45.7, 37.1]","Johnson, Mullen and Johnson",Other,<20,90k-120k,Diners Club / Carte Blanche
2019-10-05,F,1963-06-29,"[-10.9, -11.9]",Taylor-Cook,Other,50-59,30k-60k,VISA 16 digit
2020-01-09,F,1992-11-02,"[-28.1, -21.4]",Welch-Montgomery,Other,30-39,150k+,Diners Club / Carte Blanche
2021-01-10,M,2008-03-08,"[-32.9, 9.8]",Brown and Sons,Other,50-59,150k+,JCB 15 digit
2022-05-30,M,1926-07-13,"[38.1, -89.1]",Mccann-Green,Other,30-39,60k-90k,VISA 16 digit
2021-06-10,M,1946-11-08,"[-85.5, -130.5]","Brown, Obrien and Mcdonald",Other,30-39,120k-150k,VISA 16 digit
2020-11-10,M,1939-05-30,"[42.1, 89.2]",Martinez Inc,Other,50-59,150k+,American Express
2019-07-29,F,1933-04-06,"[23.4, 36.8]",Whitehead Group,Other,30-39,90k-120k,Maestro
2019-08-23,M,1956-03-06,"[46.3, -35.1]",Austin and Sons,Other,20-29,150k+,VISA 13 digit
2021-12-16,M,1979-12-05,"[29.3, -120.0]","Graves, Brown and Moreno",Other,30-39,150k+,American Express
2022-03-15,M,2000-05-22,"[6.5, -134.4]",Smith-Wilson,Other,50-59,90k-120k,Mastercard
2019-07-08,M,2014-03-25,"[-31.2, -17.8]",Brooks LLC,Professional,20-29,<30k,VISA 16 digit
2020-08-10,M,2001-04-28,"[-29.2, 178.7]",Alexander PLC,Other,20-29,150k+,VISA 19 digit
2019-10-20,F,1985-09-10,"[39.9, 44.9]","Butler, Smith and Hart",Other,30-39,90k-120k,JCB 16 digit
2022-01-18,F,1967-10-08,"[-30.6, 43.0]",King-Bailey,Other,50-59,150k+,JCB 15 digit
2019-08-04,M,1938-07-31,"[-89.5, 75.1]",Thompson Ltd,Other,50-59,30k-60k,Discover
2020-02-08,M,2003-02-12,"[-43.4, 79.3]","Freeman, Snyder and Zamora",Other,30-39,150k+,VISA 16 digit
2021-05-15,M,1984-05-17,"[-24.8, 36.4]",Townsend LLC,Other,40-49,90k-120k,Discover
2021-01-16,M,1984-06-27,"[66.8, 167.0]",Watson-Jones,Other,40-49,150k+,VISA 16 digit
2020-08-19,F,1945-03-27,"[38.9, -85.5]","Hart, Waters and Wu",Other,20-29,90k-120k,VISA 19 digit
2019-06-25,M,1980-02-19,"[60.7, -121.5]",Molina-Edwards,Other,50-59,120k-150k,JCB 16 digit
2021-09-20,M,1959-01-10,"[-22.4, 47.0]",Price and Sons,Other,50-59,150k+,Mastercard
2021-09-27,F,1999-05-26,"[-80.6, 41.4]",Bass LLC,Other,50-59,150k+,JCB 16 digit
2022-01-14,F,1965-03-15,"[-3.9, -99.5]",Becker Group,Other,20-29,150k+,VISA 13 digit
2019-06-29,F,1986-05-22,"[7.8, -20.1]",Robbins Inc,Other,40-49,150k+,VISA 16 digit
2022-05-13,M,1999-12-29,"[-51.1, -59.0]","Cole, Marks and Johnson",Other,30-39,150k+,JCB 16 digit
2021-06-11,F,2017-06-22,"[-66.1, -146.9]",Harrell-Fox,Other,40-49,<30k,Mastercard
2020-08-04,M,2017-08-25,"[-29.3, 44.1]","Rodriguez, Edwards and Henderson",Other,40-49,30k-60k,JCB 16 digit
2022-02-23,M,1983-03-27,"[84.7, -164.2]","Grimes, Johnson and Collins",Other,<20,120k-150k,JCB 16 digit
2019-11-12,F,1939-03-30,"[-54.6, 139.9]",Whitney Inc,Other,60+,150k+,Maestro
2022-02-28,F,1970-11-28,"[-55.3, -90.9]",Williams-Weiss,Other,20-29,150k+,American Express
2020-03-06,M,1939-03-10,"[-89.4, 60.5]","Stevens, Cruz and Douglas",Other,60+,150k+,Diners Club / Carte Blanche
2021-01-12,F,1923-03-13,"[-31.0, 4.9]",Sandoval Inc,Other,30-39,120k-150k,JCB 16 digit
2020-01-08,M,1936-12-08,"[1.1, -66.4]","Tucker, Skinner and Wilson",Other,50-59,150k+,Diners Club / Carte Blanche
2021-01-15,M,1928-06-20,"[3.2, -87.2]",Miller-Day,Other,50-59,120k-150k,Maestro
2019-08-30,M,1915-09-26,"[67.7, -55.5]",Moore Inc,Other,40-49,150k+,Mastercard
2021-10-16,M,1983-11-18,"[62.2, -67.3]",Weber and Sons,Other,40-49,150k+,JCB 16 digit
2021-10-18,M,1939-10-22,"[1.1, -92.0]","Weber, Weaver and Rocha",Other,60+,150k+,JCB 16 digit
2022-06-02,M,1928-05-28,"[12.1, 99.0]",Owens-Pittman,Other,30-39,90k-120k,VISA 16 digit
2020-03-30,M,2004-02-27,"[-53.7, -173.2]",Yates LLC,Other,40-49,120k-150k,Mastercard
2019-07-30,F,1992-07-05,"[40.1, 88.9]",Franklin-Escobar,Other,30-39,150k+,American Express
2019-08-12,F,1951-09-10,"[-44.4, 78.9]",Coleman Group,Other,50-59,120k-150k,VISA 16 digit
2021-04-16,M,1916-12-19,"[21.5, -97.4]",Mason-Johnson,Other,60+,120k-150k,VISA 19 digit
2021-01-12,M,2022-02-09,"[35.7, -137.3]","Kennedy, Clark and Holloway",Other,20-29,<30k,VISA 13 digit
2020-06-10,F,1971-06-27,"[-87.5, 44.9]",Chambers LLC,Other,20-29,90k-120k,JCB 16 digit
2020-01-05,M,1947-03-31,"[-27.6, -1.1]",Martinez-Harris,Other,30-39,120k-150k,VISA 16 digit
2021-09-05,F,1937-08-17,"[29.9, -49.4]",Brooks LLC,Other,50-59,120k-150k,JCB 16 digit
2020-11-11,M,2020-01-03,"[-57.8, 148.9]",Brown and Sons,Other,50-59,30k-60k,JCB 15 digit
2021-12-03,M,1961-05-12,"[-31.9, -178.4]",Carter and Sons,Other,50-59,90k-120k,JCB 16 digit
2019-09-04,M,2009-02-09,"[-85.8, -89.4]",Moreno-Owens,Other,<20,120k-150k,Mastercard
2022-01-27,F,1945-02-13,"[-64.9, 57.4]","Bennett, Erickson and Fuentes",Other,50-59,60k-90k,JCB 16 digit
2022-03-25,M,2020-05-12,"[-51.4, -171.0]",Hernandez PLC,Other,50-59,150k+,VISA 13 digit
2019-10-22,F,1906-07-17,"[54.7, -138.3]",Gibson and Sons,Other,30-39,<30k,Discover
2021-07-28,F,1943-11-17,"[-16.8, -163.7]","Robles, Jensen and Nelson",Other,40-49,90k-120k,JCB 16 digit
2020-07-08,F,1980-05-24,"[10.7, 93.8]",Rasmussen Ltd,Other,40-49,120k-150k,JCB 16 digit
2020-03-29,F,2012-08-09,"[25.5, 21.5]","Manning, Watts and Santiago",Other,40-49,120k-150k,JCB 16 digit
2022-05-21,M,1975-07-03,"[2.5, 81.1]","Holmes, Jones and Solomon",Other,40-49,120k-150k,Maestro
2022-01-26,M,1965-11-15,"[-62.6, 45.9]",Arnold PLC,Other,40-49,120k-150k,JCB 16 digit
2021-03-10,F,2008-07-16,"[-21.5, 49.5]","Garcia, Roberts and Curtis",Other,20-29,30k-60k,Discover
2020-05-16,M,2018-11-14,"[56.3, 125.0]",Johnson-Anderson,Other,40-49,60k-90k,VISA 16 digit
2021-03-03,F,1930-04-13,"[-41.4, -40.0]",Gardner and Sons,Other,20-29,150k+,JCB 16 digit
2020-10-20,F,1957-09-03,"[-23.5, -44.2]",Davis PLC,Other,20-29,150k+,VISA 16 digit
2021-08-29,F,1908-03-12,"[-25.4, 156.0]",Shepard Group,Other,40-49,150k+,Maestro
2021-04-23,M,2012-04-12,"[71.7, -55.1]","Edwards, Lewis and King",Other,60+,150k+,VISA 16 digit
2020-02-08,F,1998-05-20,"[79.3, 52.6]",Townsend-Morales,Other,20-29,90k-120k,VISA 19 digit
2020-02-01,F,2019-10-12,"[36.7, -18.0]",Lewis-Bright,Other,50-59,30k-60k,Mastercard
2019-07-02,M,1907-10-07,"[87.8, 156.7]",Smith Ltd,Other,30-39,120k-150k,VISA 16 digit
2022-05-04,F,2010-11-07,"[-58.0, -8.9]",Parsons Inc,Professional,20-29,120k-150k,Discover
2021-09-15,M,1919-05-22,"[26.0, -26.8]","Mosley, Fischer and Sweeney",Other,50-59,30k-60k,Maestro
2019-07-05,F,1911-01-12,"[20.2, 44.6]","Hill, Medina and Tran",Other,20-29,120k-150k,JCB 15 digit
2019-08-30,M,1919-06-04,"[71.0, -53.8]",Rogers Ltd,Other,20-29,150k+,American Express
2020-10-04,M,1959-06-28,"[79.4, 35.7]",Jarvis Group,Other,20-29,60k-90k,American Express
2019-09-30,F,2002-06-19,"[72.2, -84.1]",Freeman and Sons,Other,30-39,150k+,American Express
2022-04-08,F,1958-04-05,"[87.8, -86.4]","Levy, Cooper and Day",Other,20-29,150k+,JCB 16 digit
2022-03-23,M,1986-12-16,"[-12.8, 127.0]",Harper-Morgan,Other,50-59,120k-150k,American Express
2020-05-07,M,1941-04-17,"[-44.3, -91.5]",Robertson-Sanchez,Other,20-29,150k+,VISA 16 digit
2019-09-03,F,2019-06-28,"[-40.8, 59.6]",Mccormick-Wright,Other,20-29,90k-120k,JCB 16 digit
2020-06-29,F,1988-10-02,"[65.6, 174.2]","Fisher, Nunez and White",Other,60+,30k-60k,VISA 16 digit
2019-09-14,M,1948-04-22,"[54.3, -91.9]",Thomas-Lopez,Other,50-59,120k-150k,JCB 15 digit
2020-07-18,M,1935-01-01,"[-7.0, 74.3]",Bennett-Moore,Other,60+,30k-60k,JCB 16 digit
2021-08-30,F,2004-04-24,"[-49.1, -77.3]",Thompson Ltd,Other,50-59,150k+,JCB 16 digit
2020-03-14,M,2010-04-30,"[-6.6, -61.0]",Rodriguez-Hines,Other,20-29,150k+,VISA 16 digit
